User_ID,Changed Field,Initial Value,Final Value,Delta,Number of Changes
@SyrianOsint,Bio,OSINT Monitor • Syriac •  • PoliSci Student • Libertarianism • Posts in ENG/ARB • Geopolitics & Military • Extremely anti-Jihadist • Focus:,OSINT Monitor • Syrian •  • PoliSci Student • Libertarianism • Posts in ENG/ARB • Geopolitics & Military • Extremely anti-Jihadist • Focus:,0.0,1
@TCEA,Bio,"Nonprofit est 1980 • Shares teaching & #edtech resources + ideas 
Elem Conference | June 15-17 http://elementary.tcea.org
LibCon June 25-27  http://tcea.org/libcon2025","Nonprofit est 1980 • Shares teaching & #edtech resources + ideas 
LibCon June 24-26  http://tcea.org/libcon2025
AI Con | Jul 22-24  http://tcea.org/events/ai",-10.0,1
@TCEA,Following,8692,8678,-14.0,1
@TCyberCast,Followers,1190,1206,16.0,7
@TCyberCast,Following,1365,1367,2.0,4
@TDZChronicles,Followers,144,151,7.0,4
@TDZChronicles,Following,91,90,-1.0,1
@THCVenice,Followers,1099,1099,0.0,5
@THCVenice,Following,2267,2260,-7.0,6
@THS_care,Followers,13,12,-1.0,1
@TIICANN,Followers,1292,1283,-9.0,1
@TIICANN,Following,840,839,-1.0,1
@TJVNEWS,Following,3950,3625,-325.0,8
@TNIAMProject,Followers,3505,3525,20.0,1
@TNIAMProject,Following,220,227,7.0,1
@TNPNEWS1,Followers,42,55,13.0,1
@TNPNEWS1,Following,12,14,2.0,1
@TNelson12598,Followers,671,843,172.0,6
@TNelson12598,Following,119,122,3.0,3
@TOPXNews,Followers,862,883,21.0,6
@TOPXNews,Following,306,310,4.0,3
@TPerdrozo,Followers,222,225,3.0,7
@TPerdrozo,Following,155,148,-7.0,4
@TShepstone,Followers,464,490,26.0,7
@TShepstone,Following,440,473,33.0,5
@TVivlia,Followers,500,523,23.0,6
@Taju___,Followers,3525,3530,5.0,4
@Taju___,Following,3655,3651,-4.0,4
@TalentTimo41431,Followers,241,223,-18.0,5
@TalentTimo41431,Following,424,426,2.0,4
@TalkMarkets,Followers,6381,6400,19.0,7
@TalkMarkets,Following,1183,1182,-1.0,1
@TalklessEighty4,Followers,77,79,2.0,3
@TalklessEighty4,Following,378,382,4.0,4
@Tammy_Richard,Followers,1477,1489,12.0,6
@Tammy_Richard,Following,2948,2946,-2.0,4
@TampaWINNER,Followers,1451,1452,1.0,3
@TampaWINNER,Following,2462,2465,3.0,2
@Tampa_Egret,Followers,493,497,4.0,5
@Tampa_Egret,Following,352,356,4.0,1
@Tauriel375270,Bio,Just a Random guy hanging out on X,Public Figure,-21.0,1
@Tauriel375270,Followers,12,12,0.0,2
@Tauriel375270,Following,49,49,0.0,2
@TechChronicAI,Followers,49,57,8.0,1
@TechInRL,Followers,1187,1188,1.0,1
@Techtoniqu76001,Followers,7,8,1.0,3
@Techtoniqu76001,Following,80,85,5.0,4
@Techusiness,Following,12,14,2.0,1
@TeesFine,Followers,2184,2246,62.0,5
@TeesFine,Following,5033,5011,-22.0,6
@TehNewYorkTimez,Followers,530,523,-7.0,2
@TekNewsDaily,Followers,751,754,3.0,3
@TekNewsDaily,Following,658,657,-1.0,3
@TetraTechJobs,Followers,1659,1674,15.0,7
@TexasSentinul,Followers,530,528,-2.0,1
@ThanRuabk,Followers,50,55,5.0,6
@ThanRuabk,Location,"Hanoi, Vietnam","Hanoi, Vietnam",,2
@ThatDayHistory,Followers,33,33,0.0,2
@TheCAMH,Followers,7945,7935,-10.0,6
@TheCAMH,Following,3227,3221,-6.0,4
@TheCoachJeffery,Followers,390,396,6.0,5
@TheCoachJeffery,Following,432,433,1.0,1
@TheDigitalOnion,Followers,88,75,-13.0,5
@TheEducationDoc,Followers,1081,1076,-5.0,3
@TheEducationDoc,Following,714,713,-1.0,1
@TheFocus_TV,Followers,786,785,-1.0,2
@TheFocus_TV,Following,501,501,0.0,4
@TheInvestedClub,Followers,101,103,2.0,1
@TheJCPPadvances,Following,1854,1848,-6.0,1
@TheJavoLegacy,Followers,217,231,14.0,6
@TheJavoLegacy,Following,1126,784,-342.0,8
@TheLayoffBot,Followers,1982,2007,25.0,8
@TheLightJoker24,Followers,455,454,-1.0,1
@TheLightJoker24,Following,842,866,24.0,1
@TheObama_Llama,Followers,29,32,3.0,2
@TheObama_Llama,Following,464,461,-3.0,1
@TheProfitPup,Followers,140,232,92.0,5
@TheProfitPup,Following,554,562,8.0,5
@TheReal_gwarner,Followers,1615,1611,-4.0,6
@TheReal_gwarner,Following,109,76,-33.0,1
@TheSaaSNews,Followers,976,990,14.0,1
@TheSilversMusic,Followers,454,467,13.0,1
@TheSpinFixer,Followers,201,202,1.0,2
@TheSpinFixer,Following,363,363,0.0,2
@TheStatesmanLtd,Following,306,305,-1.0,1
@TheTinyTutors,Followers,8,14,6.0,3
@TheTinyTutors,Following,228,308,80.0,1
@TheTraderRoom,Followers,2419,2473,54.0,6
@TheTraderRoom,Following,124,121,-3.0,4
@TheTweet2909,Followers,428,432,4.0,1
@TheTweet2909,Following,190,188,-2.0,1
@TheUnitedIndia2,Followers,1189,1221,32.0,1
@TheUnitedIndia2,Following,294,298,4.0,1
@The_Advisor_SC,Following,1695,1697,2.0,3
@The_Rima_66,Followers,3199,3224,25.0,7
@The_Rima_66,Following,2951,2948,-3.0,2
@ThinksabioIndia,Bio,"Unleash Profitable Trading Strategies with ThinkSabio
Join here for Stocks group   https://t.me/+tI0DrFsQibhiODhl…
For Options- http://t.me/+1TYJVt1IR9ZmY…","Unleash Profitable Trading Strategies with ThinkSabio
Join here for Stocks group   https://t.me/+tI0DrFsQibhiODhl…
For Options- https://t.me/+1TYJVt1IR9ZmYmM1…",4.0,1
@ThinksabioIndia,Followers,740,747,7.0,1
@ThipMedia,Followers,1263,1259,-4.0,6
@Thiru_channel,Followers,43,45,2.0,4
@Thiru_channel,Following,306,309,3.0,3
@ThisIsBeirut_,Followers,3179,3194,15.0,6
@This_Matterz,Followers,8770,8812,42.0,6
@This_Matterz,Following,9650,9680,30.0,8
@ThomaMore,Followers,573,601,28.0,6
@ThomaMore,Following,252,330,78.0,6
@Tien7397,Followers,158,195,37.0,6
@Tien7397,Following,57,57,0.0,2
@TiknisArts,Followers,3154,3177,23.0,6
@TiknisArts,Following,4907,4946,39.0,4
@TimestechBuzz,Followers,1011,1022,11.0,4
@TimestechBuzz,Following,1297,1295,-2.0,2
@TinaFra18307707,Followers,102,119,17.0,6
@TinaFra18307707,Following,183,200,17.0,4
@TjatteHedlund,Followers,2497,2491,-6.0,6
@TjatteHedlund,Following,4846,4841,-5.0,5
@TmlrSub,Followers,2252,2264,12.0,5
@Tobrukongen,Followers,228,233,5.0,6
@Tobrukongen,Following,865,863,-2.0,5
@TodayILearnonX,Followers,173,180,7.0,1
@TomWhiteTips,Following,84,85,1.0,2
@TomWinnett1,Followers,544,561,17.0,6
@TomWinnett1,Following,1536,1544,8.0,4
@TopGrowthAgency,Followers,3664,3679,15.0,1
@TopGrowthAgency,Following,654,655,1.0,1
@TotaltvH,Followers,2436,2449,13.0,1
@Tower11710,Followers,219,219,0.0,3
@TowneRealty,Followers,722,719,-3.0,3
@TowneRealty,Following,188,187,-1.0,1
@TradeIdeas,Following,5565,5615,50.0,1
@TradesmartG,Followers,22,28,6.0,4
@TradesmartG,Following,22,16,-6.0,1
@Traglin21,Followers,373,374,1.0,5
@Traglin21,Following,1849,1859,10.0,6
@Transform_Sec,Followers,3304,3309,5.0,5
@Transform_Sec,Following,2344,2346,2.0,4
@TrollAdopt,Followers,1610,1609,-1.0,6
@TrollAdopt,Following,1160,1162,2.0,2
@TrueGritNewsMan,Followers,1617,1618,1.0,9
@TrueGritNewsMan,Following,2835,2840,5.0,6
@TruthDiggerX,Bio,Unfiltered takes on UK politics | Exposing the truth behind headlines |,"Unfiltered takes on world politics | Straight Talking,Straight Forward |",1.0,1
@TruthDiggerX,Followers,46,50,4.0,3
@TruthDiggerX,Following,11,15,4.0,1
@TruthPukeAlerts,Followers,3207,3202,-5.0,6
@TruthPukeAlerts,Following,4825,4823,-2.0,4
@Truthjosie,Following,507,507,0.0,2
@TudorRe1,Followers,789,829,40.0,1
@TudorRe1,Following,6909,5848,-1061.0,1
@TurnTNBlue,Followers,2514,2526,12.0,1
@TurnTNBlue,Following,4704,4716,12.0,1
@TycoonStoryCo,Followers,2102,2124,22.0,1
@TycoonStoryCo,Following,1750,1748,-2.0,1
@UATV_en,Following,562,572,10.0,3
@UI_Newz,Followers,13,16,3.0,1
@UI_Newz,Following,5,3,-2.0,1
@UKHSA_WestMids,Followers,4418,4414,-4.0,3
@UKHSA_WestMids,Following,1203,1201,-2.0,1
@UKTNofficial,Following,2898,2896,-2.0,2
@UNDRAFTED_EFISH,Followers,320,320,0.0,2
@UNDRAFTED_EFISH,Following,365,365,0.0,2
@UNIQUEMUSIC90,Bio,"Welcome to Unique Music
 Turn on notifications to stay updated with new uploads!",Discover the latest and greatest in supplements and wellness products!,-10.0,1
@UNOSECD,Followers,329,330,1.0,1
@USRadioNews,Followers,1145,1130,-15.0,4
@USTSKyleY,Followers,384,390,6.0,7
@USTSKyleY,Following,522,532,10.0,6
@US_Exceptional,Followers,1246,1240,-6.0,3
@US_Exceptional,Following,1834,1833,-1.0,1
@Uaskuceazy,Followers,222,222,0.0,2
@Udo_S01,Followers,141,151,10.0,6
@Udo_S01,Following,14,15,1.0,1
@UkaegbuMmesoma,Followers,218,228,10.0,4
@UkaegbuMmesoma,Following,297,299,2.0,3
@Ulertzen,Followers,53,51,-2.0,5
@Ulertzen,Following,22,21,-1.0,1
@UltraHottie2000,Followers,1575,1649,74.0,6
@UltraHottie2000,Following,939,945,6.0,3
@Umpire20,Followers,1257,1253,-4.0,1
@Umpire20,Following,4857,4852,-5.0,1
@UnfollowTrumpy,Bio,"now also on BlueSky 
@ritacap
.bsky.social",now also on BlueSky @ http://ritacap.bsky.social,6.0,1
@UnfollowTrumpy,Followers,430,434,4.0,5
@UnfollowTrumpy,Following,1914,1947,33.0,7
@UniqRenders,Followers,168,168,0.0,4
@UnityConsortium,Followers,663,657,-6.0,5
@UnityConsortium,Following,720,718,-2.0,1
@UniversalSheph1,Followers,108,114,6.0,1
@UniversalSheph1,Following,274,277,3.0,1
@University_XP,Followers,252,253,1.0,3
@UnoLuscusRex,Followers,760,753,-7.0,1
@UnwantedLife_Me,Followers,3508,3506,-2.0,1
@UnwantedLife_Me,Following,1028,922,-106.0,1
@UofT_TCAIREM,Followers,2811,2831,20.0,6
@UofT_TCAIREM,Following,2525,2551,26.0,8
@UofU3i,Followers,1179,1178,-1.0,3
@UofU3i,Following,621,619,-2.0,1
@Urjadaily,Followers,258,258,0.0,4
@Urjadaily,Following,674,673,-1.0,1
@UsingNotes,Followers,7,13,6.0,3
@UsingNotes,Following,4,30,26.0,1
@VDacicus,Followers,258,260,2.0,1
@VDacicus,Following,30,31,1.0,1
@VGSTOCKRESEARCH,Followers,115,114,-1.0,5
@VGSTOCKRESEARCH,Following,280,60,-220.0,3
@VOXmarkets,Following,1568,1567,-1.0,3
@VP_Realty,Followers,4066,4087,21.0,1
@VP_Realty,Following,2448,2442,-6.0,1
@VSNRadio,Followers,765,761,-4.0,4
@VSNRadio,Following,708,706,-2.0,2
@VaccaRules,Followers,276,281,5.0,1
@VaccaRules,Following,229,228,-1.0,1
@VaccinesKenya,Followers,2174,2205,31.0,6
@Valkgurl,Followers,1842,1834,-8.0,6
@Valkgurl,Following,617,615,-2.0,2
@ValkoorH,Followers,878,974,96.0,6
@ValkoorH,Following,4227,4696,469.0,7
@VandanaS71,Followers,1808,1718,-90.0,1
@VanportOregon,Followers,345,352,7.0,7
@VanportOregon,Following,1024,1031,7.0,6
@VaxxCauseSIDS,Followers,3431,3461,30.0,7
@VaxxCauseSIDS,Following,7495,7495,0.0,6
@VeedusM,Followers,59,61,2.0,5
@Veganforever67,Followers,188,187,-1.0,4
@Veganforever67,Following,991,998,7.0,2
@VeginOut,Followers,918,915,-3.0,1
@VeginOut,Following,1812,1810,-2.0,1
@VeriSigned,Followers,126,131,5.0,2
@VidyaDelhi,Followers,1220,1263,43.0,6
@VidyaDelhi,Following,142,143,1.0,1
@View_From_Here,Followers,894,894,0.0,4
@View_From_Here,Following,2527,2524,-3.0,4
@VikkiMarshall4,Followers,1149,1154,5.0,5
@VikkiMarshall4,Following,4812,4815,3.0,3
@Viralrg,Followers,421,412,-9.0,1
@Viralrg,Following,382,404,22.0,1
@VirginiaSent,Followers,311,309,-2.0,1
@VitalityBloom,Followers,30,35,5.0,1
@VitalityBloom,Following,116,118,2.0,1
@VolschenkGerna,Followers,855,855,0.0,5
@VolschenkGerna,Following,989,988,-1.0,1
@VulgarFireman,Followers,801,810,9.0,1
@VulgarFireman,Following,513,514,1.0,1
@WBA2k10,Followers,863,861,-2.0,1
@WBA2k10,Following,813,814,1.0,1
@WDJW,Bio,Mighty (Isa9:6) GOD's choice to serve as a #WonderfullyHungry Heart(Jer17:9)Doc & campaign against #AntiChrist45 since 2016&up by being #WonderfullyHungrier.,#ClothedWithPower to serve as a #WonderfullyHungry HeartDoc & campaign against #TheLittleHorn (literally #TheTrump) since 2016&up by being #WonderfullyHungrier.,3.0,1
@WDJW,Followers,316,320,4.0,1
@WFP_Mali,Followers,4831,4862,31.0,1
@WHDNYC,Followers,2692,2782,90.0,1
@WHDNYC,Following,4008,4011,3.0,1
@WMarchGroup,Followers,12,13,1.0,2
@WORLDINSIGHTCH,Followers,37,40,3.0,3
@WTPeepsRPissed,Followers,3330,3353,23.0,6
@WTPeepsRPissed,Following,5572,5614,42.0,7
@WUwabami,Followers,653,686,33.0,7
@WUwabami,Following,822,824,2.0,6
@WVFams4Imm,Following,18,19,1.0,1
@WafaAlNajjar,Followers,445,444,-1.0,6
@WafaAlNajjar,Following,827,832,5.0,4
@Wahyu_SkayTzy,Following,3050,3045,-5.0,1
@WallStNewsAlert,Followers,16,20,4.0,2
@WallStNewsAlert,Following,7,8,1.0,1
@WeDemocracyUK,Followers,426,448,22.0,5
@WeDemocracyUK,Following,666,710,44.0,6
@WealthBranch,Followers,717,767,50.0,6
@WealthBranch,Following,69,70,1.0,1
@Wehopost,Followers,812,808,-4.0,1
@Wehopost,Following,622,620,-2.0,1
@WellsJorda89710,Followers,8133,8494,361.0,6
@WellsJorda89710,Following,8930,9306,376.0,6
@WenzelNicacio,Followers,34,34,0.0,3
@WenzelNicacio,Following,287,287,0.0,2
@Wetherby_News,Followers,3252,3238,-14.0,6
@Wetherby_News,Following,281,280,-1.0,1
@Wfinancenews,Followers,1548,1821,273.0,7
@Wfinancenews,Following,7132,7499,367.0,8
@WhatSilence,Followers,180,218,38.0,7
@WhatSilence,Following,1363,1364,1.0,3
@What_Doubelieve,Followers,649,641,-8.0,5
@What_Doubelieve,Following,738,735,-3.0,4
@WhatsGo10302224,Followers,6,7,1.0,1
@Will_MaxSports,Followers,437,438,1.0,1
@Will_MaxSports,Following,199,201,2.0,1
@WilsonShilo,Bio,"#ANZUS #RIP 1960 1972 - 58,220k #DEAD AMERICANS - AUSTRALIANS 521 - NEW ZEALAND 37 #VIETNAMWAR - VETERAN 66/67/72 VIETNAM WITHDRAWAL - #PEACE VIETNAMESE PEOPLE","#ANZUS #RIP #VETERANS 1960/1972 - 58,220k #DEAD USA - AUST 523 - NZ 37 - VETERAN 66/67/72 WITHDRAWAL VIETNAM 
@Allan78727186
 @WilsonShilo",-21.0,1
@WinJose8,Followers,37,38,1.0,1
@WizAUrdOfOz,Followers,1087,1081,-6.0,6
@WizAUrdOfOz,Following,1344,1343,-1.0,3
@Womenwho2Who,Followers,111,112,1.0,5
@Womenwho2Who,Following,219,218,-1.0,3
@WorldFoodPrize,Following,1611,1610,-1.0,1
@WorldRetold,Followers,831,1286,455.0,1
@WorldRetold,Following,1978,1979,1.0,1
@Worldwar_3_,Following,12,11,-1.0,1
@WournellKa26751,Followers,463,529,66.0,1
@WournellKa26751,Following,302,341,39.0,1
@XGBoostAwesome,Followers,42,51,9.0,5
@XHeadlinec,Followers,1705,1789,84.0,6
@XHeadlinec,Following,32,37,5.0,3
@Xael2wavey,Followers,94,96,2.0,5
@Xael2wavey,Following,615,613,-2.0,4
@XyloxWar,Followers,253,260,7.0,6
@XyloxWar,Following,53,54,1.0,1
@YASARYASARYAS,Followers,59,66,7.0,7
@YASARYASARYAS,Following,581,600,19.0,6
@YaMamma3_,Followers,15,11,-4.0,5
@YaMamma3_,Following,58,57,-1.0,1
@YachtGirlKati,Followers,30,55,25.0,4
@YascO777,Followers,293,291,-2.0,4
@YascO777,Following,417,417,0.0,4
@Yeesuus92,Followers,86,88,2.0,6
@YouAreNetcom,Followers,25,27,2.0,3
@YoucanGlobal,Followers,15,18,3.0,2
@YourGuideCody,Followers,208,214,6.0,3
@ZSEconomy,Followers,523,527,4.0,4
@ZayneddineZ,Followers,57,68,11.0,4
@ZayneddineZ,Following,106,118,12.0,4
@ZcodeAI,Following,191,190,-1.0,1
@ZeeBusiness,Following,44,45,1.0,1
@ZeeSewHappy,Followers,1045,1047,2.0,4
@ZeeSewHappy,Following,1003,1003,0.0,4
@ZeinaNammour,Followers,603,593,-10.0,1
@ZeinaNammour,Following,873,865,-8.0,1
@Zelda_vue,Followers,5,3,-2.0,1
@Zelda_vue,Following,1,37,36.0,1
@ZoideNFTBot,Followers,160,172,12.0,6
@Zoom0311Will,Followers,134,145,11.0,6
@Zoom0311Will,Following,249,252,3.0,3
@Zxcxz_xyz,Followers,289,284,-5.0,5
@Zxcxz_xyz,Following,1010,1011,1.0,1
@_0b1d1,Followers,3021,9553,6532.0,6
@_0b1d1,Following,524,549,25.0,6
@_ArriveAlive,Following,1027,1029,2.0,3
@_DailyDoseMedia,Bio,Media Distribution Company | Influence Marketing | BTC | Learn More | JOIN x SHARE x LIKE,Media Distribution Company | Providing Value Daily | Marketing | BTC | Learn More |,-6.0,1
@_DailyDoseMedia,Followers,4361,4214,-147.0,1
@_DailyDoseMedia,Following,7503,7441,-62.0,1
@_LADubz,Followers,987,996,9.0,6
@_LADubz,Following,5015,5047,32.0,8
@_VivaPalestina_,Followers,8455,8483,28.0,7
@_VivaPalestina_,Following,3545,3541,-4.0,6
@_arkmining_,Followers,143,163,20.0,4
@_indsports_,Followers,37,39,2.0,4
@_indsports_,Following,331,351,20.0,6
@_jeffhertzog,Followers,329,376,47.0,1
@_jeffhertzog,Following,394,395,1.0,1
@aKittenSpeaks,Followers,23,25,2.0,1
@aaaa72600119,Followers,39,29,-10.0,6
@accrastjournal,Followers,349,352,3.0,2
@accrastjournal,Following,197,197,0.0,2
@acemaxx,Followers,6494,6566,72.0,7
@acemaxx,Following,412,412,0.0,2
@adaptiaaai,Followers,9,16,7.0,5
@adaptiaaai,Following,311,313,2.0,2
@adnan_hashmi,Followers,2621,2627,6.0,5
@adnan_hashmi,Following,4474,4478,4.0,3
@adriananglin,Bio,"Dedicated Cybersecurity Enthusiast | SOC | Threat Hunting | Cloud Security | Incident Response | DFIR Analyst
Committed to continuous learning.","Cybersecurity Enthusiast | Cloud & On-Prem Security | Threat Hunting | DFIR
Skilled in threat detection & response, with a drive for ongoing skill growth.",11.0,1
@adriananglin,Followers,409,403,-6.0,4
@aeberman12,Following,179,189,10.0,4
@ai4sustainablex,Followers,9,6,-3.0,2
@ai4sustainablex,Following,6,5,-1.0,1
@ai_shopper,Followers,51,55,4.0,6
@ai_shopper,Following,189,189,0.0,2
@aiidevafrica,Followers,789,798,9.0,1
@aiinstituteuk,Followers,5602,5586,-16.0,5
@airfreee,Bio,No DM   Inputs are For Entertainment Purposes  New Generation. Take advantage of the $50 free crypto on Gemini Link #Chillguyworld #LION #LVVA,No DM   Inputs are For Entertainment Purposes  New Generation. Grab your Free Crypto #Chillguy #LION #BTC,-37.0,1
@airfreee,Followers,1448,1451,3.0,6
@airfreee,Following,3960,3970,10.0,5
@akane22_moca,Followers,314,315,1.0,5
@akane22_moca,Following,205,203,-2.0,1
@akhbaralyawm,Followers,7649,7671,22.0,7
@akhbaralyawm,Following,1693,1696,3.0,3
@aldermanwsh9,Followers,60,86,26.0,1
@aldermanwsh9,Following,129,131,2.0,1
@alfonso73202912,Followers,219,218,-1.0,7
@alfonso73202912,Following,119,114,-5.0,3
@alif66292629983,Followers,6,8,2.0,2
@alif66292629983,Following,53,57,4.0,3
@alinarthealth,Followers,1165,1170,5.0,6
@alinarthealth,Following,64,84,20.0,6
@alkassenglish,Followers,7675,7686,11.0,1
@all_techhacker,Followers,23,24,1.0,1
@almass3ari,Following,795,796,1.0,2
@alnewsbeacon,Following,294,293,-1.0,1
@alomisi111,Following,208,214,6.0,3
@alphaprofx,Followers,64,68,4.0,4
@alwayswel_com,Followers,1688,1688,0.0,2
@americanfocusAF,Followers,480,485,5.0,5
@americanfocusAF,Following,956,950,-6.0,5
@analyticjob,Followers,79,80,1.0,2
@analyticsinme,Following,3725,3722,-3.0,3
@anangelslaugh1,Followers,81,88,7.0,8
@anderson_hera,Followers,156,187,31.0,4
@anderson_hera,Following,342,340,-2.0,1
@andreabox0,Followers,2434,2424,-10.0,5
@andresvilarino,Followers,6218,6218,0.0,6
@andresvilarino,Following,5650,5654,4.0,6
@andrija_c,Followers,4,3,-1.0,2
@angegarrod,Followers,3038,3029,-9.0,7
@angegarrod,Following,4181,4184,3.0,5
@anthonygiovonni,Followers,58,61,3.0,5
@anthonysagami,Followers,1472,1513,41.0,7
@anthonysagami,Following,1626,1678,52.0,6
@antoniouRecover,Followers,871,855,-16.0,5
@antoniouRecover,Following,444,445,1.0,5
@anyidea,Followers,9030,9031,1.0,3
@anyidea,Following,5565,5566,1.0,2
@aoibh23,Followers,502,526,24.0,1
@aoibh23,Following,1147,1183,36.0,1
@aped_into,Bio,Growth | Professional     trader | $ski mask on | $SPX maxi | ape then research,Growth Alchemist | Pro Trader turned $SPX believer | we are flipping the stock market | Anthroposophy | Homeopathy | Believe in Something,58.0,1
@aped_into,Followers,5218,5211,-7.0,7
@aped_into,Following,1479,1482,3.0,7
@aph19590807,Followers,38,37,-1.0,3
@applepielies,Followers,163,162,-1.0,1
@ardorcomm,Followers,928,922,-6.0,1
@ardorcomm,Following,430,429,-1.0,1
@asicjk,Following,41,24,-17.0,1
@asset_wave,Followers,1187,821,-366.0,7
@asset_wave,Following,153,153,0.0,2
@asymmetral,Followers,154,170,16.0,8
@asymmetral,Following,420,529,109.0,6
@athyy_9,Followers,4468,4428,-40.0,6
@athyy_9,Following,1989,1988,-1.0,4
@atthecotedazur,Followers,557,559,2.0,6
@atthecotedazur,Following,643,644,1.0,1
@auditskills,Followers,596,586,-10.0,2
@auditskills,Following,88,92,4.0,1
@austfintech,Following,2243,2242,-1.0,3
@authorbtwomey,Followers,1766,1768,2.0,4
@authorbtwomey,Following,3309,3306,-3.0,2
@avoiceforchoice,Followers,8907,8901,-6.0,6
@avoiceforchoice,Following,861,859,-2.0,1
@ayasegawa_neta,Followers,246,248,2.0,4
@ayasegawa_neta,Following,143,144,1.0,3
@aycilozdemirr,Followers,123,130,7.0,5
@aycilozdemirr,Following,120,104,-16.0,2
@aysegulakarsu,Followers,76,78,2.0,1
@b_berditzman,Followers,13,24,11.0,6
@b_berditzman,Following,18,19,1.0,1
@bahabreaking,Following,1350,1349,-1.0,5
@bano_sanjeeda,Followers,3366,3395,29.0,1
@bano_sanjeeda,Following,1631,1649,18.0,1
@bansheebabe,Bio,"Twitter's Original Banshee; Founding member, Fishwives Anonymous; Psychic Director, Sullen Arts Foundation","Twitter's Original Banshee; Founding member, Fishwives Anonymous; Psychic Director, Sullen Arts Foundation
**NO DMs**",11.0,1
@bansheebabe,Followers,719,720,1.0,1
@bansheebabe,Following,399,404,5.0,1
@bar_shamir,Followers,7,6,-1.0,1
@bar_shamir,Following,182,187,5.0,1
@bbqbbq669,Followers,86,82,-4.0,4
@bbqbbq669,Following,75,74,-1.0,1
@beckerpeloso,Followers,2401,2482,81.0,1
@beckerpeloso,Following,4894,4914,20.0,1
@beyondtrading,Followers,837,837,0.0,4
@beyondtrading,Following,17,18,1.0,1
@bgcoalition2020,Followers,982,985,3.0,6
@bgcoalition2020,Following,3856,3875,19.0,6
@bigdata_engnr,Followers,2306,2306,0.0,6
@bigdata_engnr,Following,1366,1363,-3.0,2
@biggergez,Followers,470,473,3.0,5
@bilic_ai,Followers,185,188,3.0,1
@bioloGPT,Bio,"Answer Any Biology Question, Powered by Cutting-Edge Research

Ask Now: https://BioloGPT.com","Solve Any Biology Problem, Powered by Cutting-Edge Research

Try Now: https://BioloGPT.com",-2.0,1
@bioloGPT,Following,92,97,5.0,1
@bishwabandhu06,Following,76,86,10.0,1
@bitnewsbot,Followers,3973,3994,21.0,1
@bitnewsbot,Following,801,803,2.0,1
@bleak,Followers,1499,1568,69.0,6
@bleak,Following,1010,1075,65.0,6
@blessed_ravens,Followers,449,471,22.0,1
@blessed_ravens,Following,951,966,15.0,1
@bluesanjaykumar,Followers,428,426,-2.0,2
@bneintellinews,Following,1405,1406,1.0,3
@bobbymcgee_1960,Followers,3418,3414,-4.0,5
@bobbymcgee_1960,Following,5433,5422,-11.0,4
@bobhillbrain,Followers,587,587,0.0,4
@bobhillbrain,Following,647,649,2.0,2
@bochaukem96,Followers,128,125,-3.0,7
@bochaukem96,Following,72,79,7.0,5
@bookitsport,Followers,84,88,4.0,2
@bookitsport,Following,633,718,85.0,2
@boppinmule,Followers,714,713,-1.0,6
@boppinmule,Following,172,170,-2.0,1
@borneo_bulletin,Following,66,66,0.0,2
@bowie_sane,Followers,586,596,10.0,7
@bpaynews,Followers,1343,1473,130.0,8
@bpaynews,Following,9,12,3.0,3
@bprophetable,Followers,4567,4625,58.0,8
@bprophetable,Following,6175,6335,160.0,8
@bralex84,Followers,1459,1568,109.0,8
@bralex84,Following,5308,5360,52.0,7
@brettglass,Followers,1531,1544,13.0,4
@brettglass,Following,1303,1305,2.0,2
@brettkennyy,Followers,20,18,-2.0,2
@brettkennyy,Following,104,106,2.0,1
@bridgefirefly,Followers,407,407,0.0,4
@brinksreportcom,Followers,14,18,4.0,3
@broccoli_tech,Followers,1114,1329,215.0,1
@broccoli_tech,Following,188,353,165.0,1
@brownobjects,Followers,961,962,1.0,7
@brownobjects,Following,859,857,-2.0,3
@bsindia,Following,526,523,-3.0,2
@bspence5,Followers,3468,3467,-1.0,5
@bspence5,Following,4342,4340,-2.0,3
@builderbacademy,Followers,455,456,1.0,1
@builderbacademy,Following,985,984,-1.0,1
@bullbearmarkett,Bio,Talk everything related to stock investments. (not financial advices),Stock Trader. Aim to make PROFIT in BULL & BEAR MARKET (not financial advice),8.0,1
@bullbearmarkett,Followers,45,49,4.0,6
@bullbearmarkett,Following,64,74,10.0,4
@buomaka,Followers,297,317,20.0,1
@buomaka,Following,799,825,26.0,1
@business_today,Following,431,433,2.0,1
@caa1000,Followers,1567,1561,-6.0,5
@caa1000,Following,3141,3143,2.0,2
@cambs_socialist,Followers,544,545,1.0,1
@cambs_socialist,Following,800,798,-2.0,1
@carlosmiguel167,Followers,1706,1705,-1.0,4
@carlosmiguel167,Following,3105,3098,-7.0,3
@carolynhbick,Followers,982,1039,57.0,6
@carolynhbick,Following,1201,1241,40.0,5
@carpediemvoice,Followers,231,229,-2.0,3
@cartefse_shop,Followers,527,627,100.0,6
@cathybraypoet,Bio,G’Ma For Refugees. Sydney Fringe repeat offender. Poet. Satirist. #ClimateActionFirst #NoWar #HumanitarianAid #AboriginalLivesMatter #FreeDanDuggan,"Poet. Satirist. Listen to your branches 
@AustralianLabor
 @LabAgainstWar
 #No2AUKUS #ClimateActionFirst and #HumanitarianAid 
@IPAusNet
 #auspol",-2.0,1
@cathybraypoet,Followers,612,615,3.0,1
@cathybraypoet,Following,2087,2098,11.0,1
